Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GNI (current US$),NY.GNP.MKTP.CD,Zimbabwe,ZWE,7031809762,4364369600,15245882380,17220872390,17300432230,17604879510,18002592270,15593754987,33442898975,21487836444,21031595049,27672250575
GNI (current US$),NY.GNP.MKTP.CD,Africa Eastern and Southern,AFE,2.35182E+11,2.71382E+11,9.35379E+11,9.43667E+11,9.6602E+11,8.92979E+11,8.59815E+11,9.89646E+11,9.76376E+11,9.71896E+11,9.05027E+11,1.04932E+12
GNI (current US$),NY.GNP.MKTP.CD,Africa Western and Central,AFW,1.14944E+11,1.24245E+11,6.88943E+11,7.79733E+11,8.59059E+11,7.44748E+11,6.71664E+11,6.59374E+11,7.33477E+11,7.66096E+11,7.56339E+11,8.06929E+11
GNI (current US$),NY.GNP.MKTP.CD,Arab World,ARB,7.31545E+11,7.96751E+11,2.76817E+12,2.82993E+12,2.89035E+12,2.54574E+12,2.52998E+12,2.60973E+12,2.80059E+12,2.81448E+12,2.50529E+12,..
GNI (current US$),NY.GNP.MKTP.CD,Caribbean small states,CSS,16851397678,32963701095,70479397124,72446024843,73718545531,73834118512,68704687180,71733194577,73123868753,74502435405,63111311260,72927297563
GNI (current US$),NY.GNP.MKTP.CD,Central Europe and the Baltics,CEB,..,4.22053E+11,1.31091E+12,1.37259E+12,1.4162E+12,1.24728E+12,1.27083E+12,1.41153E+12,1.5925E+12,1.61877E+12,1.6176E+12,1.839E+12
GNI (current US$),NY.GNP.MKTP.CD,Early-demographic dividend,EAR,1.80091E+12,3.30199E+12,1.00378E+13,1.01668E+13,1.05355E+13,1.0032E+13,1.03336E+13,1.11666E+13,1.12834E+13,1.14938E+13,1.07271E+13,1.24439E+13
GNI (current US$),NY.GNP.MKTP.CD,East Asia & Pacific,EAS,4.73975E+12,8.39952E+12,2.12451E+13,2.14226E+13,2.22E+13,2.20453E+13,2.28192E+13,2.4405E+13,2.64974E+13,2.70839E+13,2.71345E+13,3.08646E+13
GNI (current US$),NY.GNP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,6.5814E+11,1.70568E+12,1.07034E+13,1.17507E+13,1.27716E+13,1.32354E+13,1.35156E+13,1.48131E+13,1.65279E+13,1.71176E+13,1.73289E+13,2.05165E+13
GNI (current US$),NY.GNP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,6.57309E+11,1.70353E+12,1.06899E+13,1.17359E+13,1.27555E+13,1.32187E+13,1.34986E+13,1.47944E+13,1.65071E+13,1.7096E+13,1.7307E+13,2.04906E+13
GNI (current US$),NY.GNP.MKTP.CD,Euro area,EMU,5.92386E+12,6.505E+12,1.27072E+13,1.32796E+13,1.35846E+13,1.16886E+13,1.20174E+13,1.27281E+13,1.37976E+13,1.34849E+13,1.31125E+13,1.46763E+13
GNI (current US$),NY.GNP.MKTP.CD,Europe & Central Asia,ECS,8.91621E+12,1.00663E+13,2.2381E+13,2.33715E+13,2.36977E+13,2.03775E+13,2.03257E+13,2.15835E+13,2.31391E+13,2.28528E+13,2.20302E+13,2.50803E+13
GNI (current US$),NY.GNP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,8.89471E+11,6.48788E+11,3.80334E+12,4.02637E+12,3.73908E+12,2.85989E+12,2.71266E+12,3.04087E+12,3.10063E+12,3.15214E+12,2.91829E+12,3.42224E+12
GNI (current US$),NY.GNP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,1.0095E+12,8.78794E+11,4.51137E+12,4.76828E+12,4.51394E+12,3.54568E+12,3.39874E+12,3.80662E+12,3.96553E+12,4.03312E+12,3.80209E+12,4.419E+12
GNI (current US$),NY.GNP.MKTP.CD,European Union,EUU,6.51466E+12,7.27408E+12,1.46873E+13,1.53606E+13,1.57057E+13,1.3539E+13,1.39034E+13,1.47851E+13,1.60495E+13,1.57358E+13,1.53833E+13,1.72657E+13
GNI (current US$),NY.GNP.MKTP.CD,Fragile and conflict affected situations,FCS,6.12131E+11,4.8351E+11,1.837E+12,1.89788E+12,2.03522E+12,1.63169E+12,1.53336E+12,1.61792E+12,1.69637E+12,1.7657E+12,1.63983E+12,1.74409E+12
GNI (current US$),NY.GNP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,1.51811E+11,1.65637E+11,5.79079E+11,6.41421E+11,6.97612E+11,6.78791E+11,7.13306E+11,7.86169E+11,7.4963E+11,7.759E+11,7.82177E+11,8.63604E+11
GNI (current US$),NY.GNP.MKTP.CD,High income,HIC,1.89433E+13,2.79622E+13,4.99273E+13,5.04776E+13,5.16978E+13,4.87456E+13,4.96734E+13,5.20452E+13,5.52866E+13,5.57753E+13,5.43733E+13,6.02956E+13
GNI (current US$),NY.GNP.MKTP.CD,IBRD only,IBD,3.4725E+12,5.71878E+12,2.48651E+13,2.61965E+13,2.72228E+13,2.55097E+13,2.5681E+13,2.84052E+13,3.01447E+13,3.08092E+13,2.96276E+13,3.48981E+13
GNI (current US$),NY.GNP.MKTP.CD,IDA & IBRD total,IBT,3.84473E+12,6.22288E+12,2.66165E+13,2.80939E+13,2.92906E+13,2.75349E+13,2.7757E+13,3.05643E+13,3.23847E+13,3.3114E+13,3.19184E+13,3.7397E+13
GNI (current US$),NY.GNP.MKTP.CD,IDA blend,IDB,1.38581E+11,1.94165E+11,8.76538E+11,9.51938E+11,1.0458E+12,9.91923E+11,9.59222E+11,9.38232E+11,1.02077E+12,1.0178E+12,9.75524E+11,1.06811E+12
GNI (current US$),NY.GNP.MKTP.CD,IDA only,IDX,2.51108E+11,3.11995E+11,8.74809E+11,9.45466E+11,1.02197E+12,1.03222E+12,1.11532E+12,1.22046E+12,1.21932E+12,1.28698E+12,1.31447E+12,1.43108E+12
GNI (current US$),NY.GNP.MKTP.CD,IDA total,IDA,3.86245E+11,5.04986E+11,1.75134E+12,1.8974E+12,2.06777E+12,2.02414E+12,2.07454E+12,2.15869E+12,2.24009E+12,2.30478E+12,2.29E+12,2.49922E+12
GNI (current US$),NY.GNP.MKTP.CD,Late-demographic dividend,LTE,1.93185E+12,3.31034E+12,1.72937E+13,1.86266E+13,1.94673E+13,1.8226E+13,1.82761E+13,2.03184E+13,2.22074E+13,2.2648E+13,2.20942E+13,2.61025E+13
GNI (current US$),NY.GNP.MKTP.CD,Latin America & Caribbean,LCN,1.05911E+12,2.21173E+12,5.94584E+12,6.11445E+12,6.24043E+12,5.21416E+12,5.08299E+12,5.64866E+12,5.49027E+12,5.41177E+12,4.55193E+12,5.22583E+12
GNI (current US$),NY.GNP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,9.29432E+11,1.91745E+12,5.111E+12,5.26419E+12,5.28588E+12,4.49788E+12,4.36296E+12,4.86618E+12,4.69647E+12,4.63274E+12,3.87303E+12,4.43093E+12
GNI (current US$),NY.GNP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1.00095E+12,2.12197E+12,5.7745E+12,5.93827E+12,6.06002E+12,5.02526E+12,4.88888E+12,5.44904E+12,5.28819E+12,5.20112E+12,4.36401E+12,5.01873E+12
GNI (current US$),NY.GNP.MKTP.CD,Least developed countries: UN classification,LDC,1.73562E+11,2.12301E+11,8.28236E+11,8.99736E+11,9.68334E+11,9.44092E+11,9.86463E+11,1.09409E+12,1.08057E+12,1.13426E+12,1.15429E+12,1.25694E+12
GNI (current US$),NY.GNP.MKTP.CD,Low & middle income,LMY,3.66291E+12,5.79608E+12,2.52724E+13,2.67075E+13,2.77726E+13,2.63395E+13,2.65557E+13,2.92299E+13,3.0919E+13,3.16459E+13,3.05064E+13,3.57666E+13
GNI (current US$),NY.GNP.MKTP.CD,Low income,LIC,1.92024E+11,1.79534E+11,4.25341E+11,4.33204E+11,4.65025E+11,4.62779E+11,4.62897E+11,5.1515E+11,4.42819E+11,4.64995E+11,4.52763E+11,4.86422E+11
GNI (current US$),NY.GNP.MKTP.CD,Lower middle income,LMC,1.02555E+12,1.48594E+12,6.25244E+12,6.34967E+12,6.63763E+12,6.47782E+12,6.81543E+12,7.33193E+12,7.5131E+12,7.82092E+12,7.52612E+12,8.60701E+12
GNI (current US$),NY.GNP.MKTP.CD,Middle East & North Africa,MEA,8.20135E+11,1.023E+12,3.60929E+12,3.55325E+12,3.58874E+12,3.17024E+12,3.20455E+12,3.32766E+12,3.47949E+12,3.46736E+12,3.12891E+12,..
GNI (current US$),NY.GNP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,..,5.0293E+11,1.74217E+12,1.59672E+12,1.58227E+12,1.42415E+12,1.46647E+12,1.45514E+12,1.37778E+12,1.37654E+12,1.25574E+12,1.47211E+12
GNI (current US$),NY.GNP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,4.98064E+11,1.72911E+12,1.58204E+12,1.56679E+12,1.40847E+12,1.44917E+12,1.43689E+12,1.35872E+12,1.35638E+12,1.23772E+12,1.45067E+12
GNI (current US$),NY.GNP.MKTP.CD,Middle income,MIC,3.51652E+12,5.62236E+12,2.48486E+13,2.62751E+13,2.7309E+13,2.58789E+13,2.60948E+13,2.87172E+13,3.04748E+13,3.118E+13,3.00529E+13,3.52767E+13
GNI (current US$),NY.GNP.MKTP.CD,North America,NAC,6.47954E+12,1.11134E+13,1.84782E+13,1.90136E+13,1.98263E+13,2.02005E+13,2.05369E+13,2.15213E+13,2.26408E+13,2.34917E+13,2.31065E+13,2.55989E+13
GNI (current US$),NY.GNP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GNI (current US$),NY.GNP.MKTP.CD,OECD members,OED,1.872E+13,2.78221E+13,4.91223E+13,4.96942E+13,5.08433E+13,4.78896E+13,4.8702E+13,5.09256E+13,5.38531E+13,5.43747E+13,5.2964E+13,5.87639E+13
GNI (current US$),NY.GNP.MKTP.CD,Other small states,OSS,54090368049,86372469705,3.89734E+11,4.11264E+11,4.25409E+11,3.59172E+11,3.55215E+11,3.87783E+11,4.26276E+11,4.17784E+11,3.64887E+11,4.35334E+11
GNI (current US$),NY.GNP.MKTP.CD,Pacific island small states,PSS,2441495172,3569716190,8126794976,8678093374,9293273860,9133935300,9527216119,10151923973,10722387296,10737153462,9711281165,9712013932
GNI (current US$),NY.GNP.MKTP.CD,Post-demographic dividend,PST,1.83299E+13,2.66307E+13,4.63876E+13,4.67645E+13,4.78218E+13,4.51851E+13,4.60754E+13,4.81489E+13,5.10107E+13,5.15269E+13,5.03147E+13,5.56662E+13
GNI (current US$),NY.GNP.MKTP.CD,Pre-demographic dividend,PRE,3.83646E+11,2.56336E+11,1.27467E+12,1.39202E+12,1.5033E+12,1.28954E+12,1.1881E+12,1.25659E+12,1.3023E+12,1.3521E+12,1.26469E+12,1.37453E+12
GNI (current US$),NY.GNP.MKTP.CD,Small states,SST,73178088375,1.22935E+11,4.68346E+11,4.92389E+11,5.08419E+11,4.42175E+11,4.3347E+11,4.69684E+11,5.10141E+11,5.03041E+11,4.37725E+11,5.1764E+11
GNI (current US$),NY.GNP.MKTP.CD,South Asia,SAS,4.03035E+11,6.25585E+11,2.28753E+12,2.34597E+12,2.56928E+12,2.68652E+12,2.96875E+12,3.40797E+12,3.50999E+12,3.63288E+12,3.45896E+12,4.05449E+12
GNI (current US$),NY.GNP.MKTP.CD,South Asia (IDA & IBRD),TSA,4.03035E+11,6.25585E+11,2.28753E+12,2.34597E+12,2.56928E+12,2.68652E+12,2.96875E+12,3.40797E+12,3.50999E+12,3.63288E+12,3.45896E+12,4.05449E+12
GNI (current US$),NY.GNP.MKTP.CD,Sub-Saharan Africa,SSF,3.50276E+11,3.95015E+11,1.6241E+12,1.7234E+12,1.82508E+12,1.63773E+12,1.53148E+12,1.64902E+12,1.70985E+12,1.73799E+12,1.66137E+12,1.85625E+12
GNI (current US$),NY.GNP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,3.49924E+11,3.94429E+11,1.62311E+12,1.72215E+12,1.82379E+12,1.63642E+12,1.53012E+12,1.64758E+12,1.70834E+12,1.73642E+12,1.66017E+12,1.85488E+12
GNI (current US$),NY.GNP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,3.50276E+11,3.95015E+11,1.6241E+12,1.7234E+12,1.82508E+12,1.63773E+12,1.53148E+12,1.64902E+12,1.70985E+12,1.73799E+12,1.66137E+12,1.85625E+12
GNI (current US$),NY.GNP.MKTP.CD,Upper middle income,UMC,2.49492E+12,4.1368E+12,1.85962E+13,1.99254E+13,2.06713E+13,1.94011E+13,1.92794E+13,2.13852E+13,2.29617E+13,2.3359E+13,2.25268E+13,2.66712E+13
GNI (current US$),NY.GNP.MKTP.CD,World,WLD,2.26461E+13,3.38661E+13,7.55706E+13,7.75443E+13,7.99475E+13,7.53454E+13,7.64931E+13,8.1557E+13,8.65047E+13,8.77246E+13,8.51745E+13,9.64197E+13
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/22/2022,,,,,,,,,,,,,,,
